id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1385217384466817026,1385217384466817026,2021-04-22 18:32:15 IST,2021-04-22,18:32:15,+0530,475524030,wallstjesus,JE$US,,$ELY 🥇  https://t.co/C7HxDnjvoM,und,[],[],['https://pbs.twimg.com/media/EzlH3lwXIAYNLd8.jpg'],0,1,13,[],['ely'],https://twitter.com/WallStJesus/status/1385217384466817026,False,,1,https://pbs.twimg.com/media/EzlH3lwXIAYNLd8.jpg,,,,,,,[],,,,
1385217270369107968,1385217270369107968,2021-04-22 18:31:48 IST,2021-04-22,18:31:48,+0530,475524030,wallstjesus,JE$US,,$AMZN 🥇  https://t.co/kSAmF5ut1j,tr,[],[],['https://pbs.twimg.com/media/EzlHw8EWQAYKJu3.jpg'],0,5,29,[],['amzn'],https://twitter.com/WallStJesus/status/1385217270369107968,False,,1,https://pbs.twimg.com/media/EzlHw8EWQAYKJu3.jpg,,,,,,,[],,,,
1385196786810249217,1385196786810249217,2021-04-22 17:10:24 IST,2021-04-22,17:10:24,+0530,475524030,wallstjesus,JE$US,,BofA Covered Call Trade Ideas: $TREE $APA $NCLH $OXY $RKT $CLR $DVN $CREE $DXCM $HAL  https://t.co/X7FvjSD2cd,en,[],[],['https://pbs.twimg.com/media/Ezk1In0XsAU1a8b.jpg'],2,2,19,[],"['tree', 'apa', 'nclh', 'oxy', 'rkt', 'clr', 'dvn', 'cree', 'dxcm', 'hal']",https://twitter.com/WallStJesus/status/1385196786810249217,False,,1,https://pbs.twimg.com/media/Ezk1In0XsAU1a8b.jpg,,,,,,,[],,,,
1385195239183376385,1385195239183376385,2021-04-22 17:04:15 IST,2021-04-22,17:04:15,+0530,475524030,wallstjesus,JE$US,,$OKTA initiated with an Outperform at Raymond James; $300 PT,en,[],[],[],0,0,22,[],['okta'],https://twitter.com/WallStJesus/status/1385195239183376385,False,,0,,,,,,,,[],,,,
1385195006508552192,1385195006508552192,2021-04-22 17:03:19 IST,2021-04-22,17:03:19,+0530,475524030,wallstjesus,JE$US,,$ALGN 👍🏻 upgraded to BUY at Berenberg; $683 PT,en,[],[],[],0,0,9,[],['algn'],https://twitter.com/WallStJesus/status/1385195006508552192,False,,0,,,,,,,,[],,,,
1385194670322589696,1385194670322589696,2021-04-22 17:01:59 IST,2021-04-22,17:01:59,+0530,475524030,wallstjesus,JE$US,,$RIDE 👎🏻 DOWNGRADED AT GOLDMAN,en,[],[],[],1,0,16,[],['ride'],https://twitter.com/WallStJesus/status/1385194670322589696,False,,0,,,,,,,,[],,,,
1385194417301118977,1385194417301118977,2021-04-22 17:00:59 IST,2021-04-22,17:00:59,+0530,475524030,wallstjesus,JE$US,,$F  👍🏻 UPGRADED to Outperform from Peer Perform at Wolfe Research; PT raised to $15,en,[],[],[],2,3,14,[],['f'],https://twitter.com/WallStJesus/status/1385194417301118977,False,,0,,,,,,,,[],,,,
1385194075620577281,1385194075620577281,2021-04-22 16:59:37 IST,2021-04-22,16:59:37,+0530,475524030,wallstjesus,JE$US,,$PLNT 👎🏻 DOWNGRADED AT PIPER,en,[],[],[],0,0,9,[],['plnt'],https://twitter.com/WallStJesus/status/1385194075620577281,False,,0,,,,,,,,[],,,,
1385193540360278021,1385193540360278021,2021-04-22 16:57:30 IST,2021-04-22,16:57:30,+0530,475524030,wallstjesus,JE$US,,$FSR 👎🏻 GOLDMAN DOWNGRADE TO SELL FROM NEUTRAL,en,[],[],[],0,0,17,[],['fsr'],https://twitter.com/WallStJesus/status/1385193540360278021,False,,0,,,,,,,,[],,,,
1385183589592145923,1385183589592145923,2021-04-22 16:17:57 IST,2021-04-22,16:17:57,+0530,475524030,wallstjesus,JE$US,,🌍  https://t.co/cL5HZaJrqR,und,[],[],['https://pbs.twimg.com/media/EzkpIevXMAAjbBL.jpg'],0,1,21,[],[],https://twitter.com/WallStJesus/status/1385183589592145923,False,,1,https://pbs.twimg.com/media/EzkpIevXMAAjbBL.jpg,,,,,,,[],,,,
1385076849982820353,1385076849982820353,2021-04-22 09:13:49 IST,2021-04-22,09:13:49,+0530,475524030,wallstjesus,JE$US,,📌  https://t.co/fPet834FOw,und,[],[],['https://pbs.twimg.com/media/EzjIDYKWUAUg-nC.jpg'],4,3,33,[],[],https://twitter.com/WallStJesus/status/1385076849982820353,False,,1,https://pbs.twimg.com/media/EzjIDYKWUAUg-nC.jpg,,,,,,,[],,,,
1385073985159839747,1385073985159839747,2021-04-22 09:02:26 IST,2021-04-22,09:02:26,+0530,475524030,wallstjesus,JE$US,, https://t.co/wRYvviQjW2,und,[],['https://www.cboe.com/insights/posts/hedging-portfolio-risk-with-mini-spx-index-options/'],[],1,1,12,[],[],https://twitter.com/WallStJesus/status/1385073985159839747,False,,0,,,,,,,,[],,,,
1385054431671164932,1385054431671164932,2021-04-22 07:44:44 IST,2021-04-22,07:44:44,+0530,475524030,wallstjesus,JE$US,,#GOLD Sentiment  https://t.co/I0g9iMXe0W,en,[],[],['https://pbs.twimg.com/media/EzizqdWWEAIHFBb.jpg'],2,3,23,['gold'],[],https://twitter.com/WallStJesus/status/1385054431671164932,False,https://twitter.com/wallstjesus/status/1377459408024788993,1,https://pbs.twimg.com/media/EzizqdWWEAIHFBb.jpg,,,,,,,[],,,,
1385049915806605314,1385049915806605314,2021-04-22 07:26:47 IST,2021-04-22,07:26:47,+0530,475524030,wallstjesus,JE$US,,#OIL  https://t.co/yyNdb2dwCT,und,[],[],['https://pbs.twimg.com/media/EzivjkOXEAQNlRM.jpg'],2,4,21,['oil'],[],https://twitter.com/WallStJesus/status/1385049915806605314,False,,1,https://pbs.twimg.com/media/EzivjkOXEAQNlRM.jpg,,,,,,,[],,,,
1385049755097702401,1385049755097702401,2021-04-22 07:26:09 IST,2021-04-22,07:26:09,+0530,475524030,wallstjesus,JE$US,,#GOLD: Supported by inflation  https://t.co/0Qs3RJY59Y,en,[],[],['https://pbs.twimg.com/media/EzivaRkWQAI73gD.jpg'],0,4,23,['gold'],[],https://twitter.com/WallStJesus/status/1385049755097702401,False,,1,https://pbs.twimg.com/media/EzivaRkWQAI73gD.jpg,,,,,,,[],,,,
1385046856082804737,1385046856082804737,2021-04-22 07:14:38 IST,2021-04-22,07:14:38,+0530,475524030,wallstjesus,JE$US,,📌  https://t.co/8VN6rfWVqK,und,[],[],['https://pbs.twimg.com/media/EzisxhNXoAMEWzc.jpg'],1,6,30,[],[],https://twitter.com/WallStJesus/status/1385046856082804737,False,,1,https://pbs.twimg.com/media/EzisxhNXoAMEWzc.jpg,,,,,,,[],,,,
1385013776118915073,1385013776118915073,2021-04-22 05:03:11 IST,2021-04-22,05:03:11,+0530,475524030,wallstjesus,JE$US,,#ARK TRADES👇🏻  https://t.co/TGzutsTMOE,en,[],[],"['https://pbs.twimg.com/media/EziOr5WX0AUFott.jpg', 'https://pbs.twimg.com/media/EziOr5YXoAgVgeN.jpg']",16,12,84,['ark'],[],https://twitter.com/WallStJesus/status/1385013776118915073,False,,1,https://pbs.twimg.com/media/EziOr5WX0AUFott.jpg,,,,,,,[],,,,
1384946852253028354,1384946852253028354,2021-04-22 00:37:15 IST,2021-04-22,00:37:15,+0530,475524030,wallstjesus,JE$US,,$EHC  PLAYER OPENS MAY BULL CALL SPREADS = EARNINGS 4/27,en,[],[],[],0,1,2,[],['ehc'],https://twitter.com/WallStJesus/status/1384946852253028354,False,,0,,,,,,,,[],,,,
1384940939400130570,1384940939400130570,2021-04-22 00:13:45 IST,2021-04-22,00:13:45,+0530,475524030,wallstjesus,JE$US,,💰  https://t.co/B6kYrQSIbW,und,[],[],['https://pbs.twimg.com/media/EzhMcWwX0AE9YzL.jpg'],1,5,17,[],[],https://twitter.com/WallStJesus/status/1384940939400130570,False,,1,https://pbs.twimg.com/media/EzhMcWwX0AE9YzL.jpg,,,,,,,[],,,,
1384938200813248527,1384938200813248527,2021-04-22 00:02:52 IST,2021-04-22,00:02:52,+0530,475524030,wallstjesus,JE$US,,$MMM  Put/Call: 1313/6588  =  Earnings 4/27 Before Open  https://t.co/U8Ci5FYvDk,en,[],[],['https://pbs.twimg.com/media/EzhJ9EeWYAoCoU4.jpg'],0,1,3,[],['mmm'],https://twitter.com/WallStJesus/status/1384938200813248527,False,,1,https://pbs.twimg.com/media/EzhJ9EeWYAoCoU4.jpg,,,,,,,[],,,,
1384937936077078540,1384937936077078540,2021-04-22 00:01:49 IST,2021-04-22,00:01:49,+0530,475524030,wallstjesus,JE$US,,$SLV = Put/Call: 39k/206k,en,[],[],[],0,3,7,[],['slv'],https://twitter.com/WallStJesus/status/1384937936077078540,False,,0,,,,,,,,[],,,,
1384934700888776705,1384934700888776705,2021-04-21 23:48:58 IST,2021-04-21,23:48:58,+0530,475524030,wallstjesus,JE$US,,$GM 'Cadillac is going electric – every new vehicle will be all-electric starting now' -   https://t.co/pqEAXCeNGQ,en,[],['https://electrek.co/2021/04/21/cadillac-going-electric-every-new-vehicle-all-electric-starting-now/'],[],6,19,49,[],['gm'],https://twitter.com/WallStJesus/status/1384934700888776705,False,,0,,,,,,,,[],,,,
1384934195223539713,1384934195223539713,2021-04-21 23:46:57 IST,2021-04-21,23:46:57,+0530,475524030,wallstjesus,JE$US,,$LOTZ  SHORTIES PROTECTING THEIR PROFITS AGAINST A SQUEEZE = Put/Call: 255/17k,en,[],[],[],0,4,22,[],['lotz'],https://twitter.com/WallStJesus/status/1384934195223539713,False,,0,,,,,,,,[],,,,
1384933197637636098,1384933197637636098,2021-04-21 23:42:59 IST,2021-04-21,23:42:59,+0530,475524030,wallstjesus,JE$US,,$OCDX  UNUSUAL PLAYER OPENS BULL COMBO AHEAD OF EARNINGS 5/13,en,[],[],[],0,0,3,[],['ocdx'],https://twitter.com/WallStJesus/status/1384933197637636098,False,,0,,,,,,,,[],,,,
1384928817785999367,1384928670222098433,2021-04-21 23:25:35 IST,2021-04-21,23:25:35,+0530,475524030,wallstjesus,JE$US,,$CRM ..  https://t.co/DWaidovXT7,und,[],[],['https://pbs.twimg.com/media/EzhBa0GX0AQ7g27.jpg'],1,1,16,[],['crm'],https://twitter.com/WallStJesus/status/1384928817785999367,False,,1,https://pbs.twimg.com/media/EzhBa0GX0AQ7g27.jpg,,,,,,,[],,,,
1384928670222098433,1384928670222098433,2021-04-21 23:25:00 IST,2021-04-21,23:25:00,+0530,475524030,wallstjesus,JE$US,,BofA on $GOOGL technicals ..  https://t.co/AaRU8ESRaN,de,[],[],['https://pbs.twimg.com/media/EzhBSNxXIAIEnIB.jpg'],2,1,20,[],['googl'],https://twitter.com/WallStJesus/status/1384928670222098433,False,,1,https://pbs.twimg.com/media/EzhBSNxXIAIEnIB.jpg,,,,,,,[],,,,
1384918252330135554,1384918252330135554,2021-04-21 22:43:36 IST,2021-04-21,22:43:36,+0530,475524030,wallstjesus,JE$US,,REPEAT BULL SWEEPER IN $VIPS ..,en,[],[],[],1,0,14,[],['vips'],https://twitter.com/WallStJesus/status/1384918252330135554,False,,0,,,,,,,,[],,,,
1384908447452442632,1384908447452442632,2021-04-21 22:04:38 IST,2021-04-21,22:04:38,+0530,475524030,wallstjesus,JE$US,,🔥 HOT GROUPS ..  https://t.co/9qSWAeI1lL,en,[],[],['https://pbs.twimg.com/media/Ezgu5GIXoAM3o3O.jpg'],0,6,21,[],[],https://twitter.com/WallStJesus/status/1384908447452442632,False,,1,https://pbs.twimg.com/media/Ezgu5GIXoAM3o3O.jpg,,,,,,,[],,,,
1384907263987568642,1384907263987568642,2021-04-21 21:59:56 IST,2021-04-21,21:59:56,+0530,475524030,wallstjesus,JE$US,,$UAVS  CALLS ACTIVE OFF DRONE HEADLINE ..  Put/Call: 314/16k  https://t.co/RUEz2mFvma,en,[],[],['https://pbs.twimg.com/media/Ezgt0UdWQAULHRq.jpg'],0,1,10,[],['uavs'],https://twitter.com/WallStJesus/status/1384907263987568642,False,,1,https://pbs.twimg.com/media/Ezgt0UdWQAULHRq.jpg,,,,,,,[],,,,
1384900844051705860,1384900844051705860,2021-04-21 21:34:26 IST,2021-04-21,21:34:26,+0530,475524030,wallstjesus,JE$US,,SIZE WISEGUY PUT SELLER DETECTED IN $NET ..  https://t.co/3zM9RDHwxE,en,[],[],['https://pbs.twimg.com/media/Ezgn-nhXIAIbz68.jpg'],0,2,23,[],['net'],https://twitter.com/WallStJesus/status/1384900844051705860,False,,1,https://pbs.twimg.com/media/Ezgn-nhXIAIbz68.jpg,,,,,,,[],,,,
1384897880637546497,1384897880637546497,2021-04-21 21:22:39 IST,2021-04-21,21:22:39,+0530,475524030,wallstjesus,JE$US,,"$LAZR -- HIGHS, STRONG PUSH OFF ALL THAT ACTIVITY",en,[],[],[],1,3,18,[],['lazr'],https://twitter.com/WallStJesus/status/1384897880637546497,False,,0,,,,,,,,[],,,,
1384892364737720324,1384892364737720324,2021-04-21 21:00:44 IST,2021-04-21,21:00:44,+0530,475524030,wallstjesus,JE$US,,💰  https://t.co/YMC461oG7q,und,[],[],['https://pbs.twimg.com/media/EzggQ1hWEAAJz5a.jpg'],1,3,21,[],[],https://twitter.com/WallStJesus/status/1384892364737720324,False,,1,https://pbs.twimg.com/media/EzggQ1hWEAAJz5a.jpg,,,,,,,[],,,,
1384884920783409153,1384884920783409153,2021-04-21 20:31:09 IST,2021-04-21,20:31:09,+0530,475524030,wallstjesus,JE$US,,"$LAZR  BULLISH POSITIONING AHEAD OF MAY EARNINGS, INCLUDES PUT SELLING = Put/Call: 7542/14,000+",en,[],[],[],1,0,14,[],['lazr'],https://twitter.com/WallStJesus/status/1384884920783409153,False,,0,,,,,,,,[],,,,
1384876978029871109,1384876978029871109,2021-04-21 19:59:35 IST,2021-04-21,19:59:35,+0530,475524030,wallstjesus,JE$US,,"$ARKK BULL SWEEP, 5/7 C",en,[],[],[],2,0,17,[],['arkk'],https://twitter.com/WallStJesus/status/1384876978029871109,False,,0,,,,,,,,[],,,,
1384874704956239883,1384874704956239883,2021-04-21 19:50:34 IST,2021-04-21,19:50:34,+0530,475524030,wallstjesus,JE$US,,"$MLCO BULL FLOW, EARNINGS MID MAY = Put/Call: 101/6132",en,[],[],[],0,0,4,[],['mlco'],https://twitter.com/WallStJesus/status/1384874704956239883,False,,0,,,,,,,,[],,,,
